KEGG_Foam_pathway	KEGG_Foam_pathway	Univocal number of KEGG codes	Total number of KEGG codes	Univocal number of genes	Total number of genes	Output type
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#N-acetylmuramic acid-specific II component [mD:m00303]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#N-acetylmuramic acid-specific II component [mD:m00303]	0	0	0	0	FOAM
05_Fatty acid oxidation#Fatty acid alpha-oxidation	05_Fatty acid oxidation#Fatty acid alpha-oxidation	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Sialate:h+ symporter (shs) family [tc:2.A.1.12]	12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Sialate:h+ symporter (shs) family [tc:2.A.1.12]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Sorbitol/mannitol transporter [mD:m00200]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Sorbitol/mannitol transporter [mD:m00200]	0	0	0	0	FOAM
01_Fermentation#Acetoin biosynthesis#Superpathway of (R,R)-butanediol biosynthesis	01_Fermentation#Acetoin biosynthesis#Superpathway of (R,R)-butanediol biosynthesis	2	7	7	7	FOAM
06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#PEP	06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#PEP	13	31	22	31	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Putative sugar transporter [mD:m00197]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Putative sugar transporter [mD:m00197]	1	1	1	1	FOAM
18_Sulfur compounds metabolism#Sulfur compounds cycle#Sulfite oxidation	18_Sulfur compounds metabolism#Sulfur compounds cycle#Sulfite oxidation	1	3	3	3	FOAM
15_Methylotrophy#Methylamine to formaldehyde	15_Methylotrophy#Methylamine to formaldehyde	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Capsular polysaccharide transporter [mD:m00249]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Capsular polysaccharide transporter [mD:m00249]	0	0	0	0	FOAM
11_Nitrogen cycle#Nitrogenated compounds Reduction#Denitrification#Nitrous oxide to nitrogen	11_Nitrogen cycle#Nitrogenated compounds Reduction#Denitrification#Nitrous oxide to nitrogen	1	2	2	2	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Putative spermidine/putrescine transporter [mD:m00193]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Putative spermidine/putrescine transporter [mD:m00193]	0	0	0	0	FOAM
01_Fermentation#Succinate fermentation to butyrate	01_Fermentation#Succinate fermentation to butyrate	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Sugar transporters#Nucleoside:h+ symporter (nhs) family [tc:2.A.1.10]	12_Transporters#Major Facilitator superfamily (MFS)#Sugar transporters#Nucleoside:h+ symporter (nhs) family [tc:2.A.1.10]	0	0	0	0	FOAM
18_Sulfur compounds metabolism#Chemoautotrophic oxidation of sulfur compounds#Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	18_Sulfur compounds metabolism#Chemoautotrophic oxidation of sulfur compounds#Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Manganese/iron transporter [mD:m00317]	12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Manganese/iron transporter [mD:m00317]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Sugar transporters#Purine transporter (AzgA) family [tc:2.A.1.40]	12_Transporters#Major Facilitator superfamily (MFS)#Sugar transporters#Purine transporter (AzgA) family [tc:2.A.1.40]	0	0	0	0	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to lactate	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to lactate	5	5	5	5	FOAM
14_Methanogenesis#From trimethylamine	14_Methanogenesis#From trimethylamine	1	1	1	1	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate IV	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate IV	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Neutral amino acid transporter [mD:m00322]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Neutral amino acid transporter [mD:m00322]	0	0	0	0	FOAM
14_Methanogenesis#From acetate	14_Methanogenesis#From acetate	1	1	1	1	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Bacitracin transporter [mD:m00314]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Bacitracin transporter [mD:m00314]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Metal transporters#Putative bacteriochlorophyll delivery (bcD) family [tc:2.A.1.41]	12_Transporters#Major Facilitator superfamily (MFS)#Metal transporters#Putative bacteriochlorophyll delivery (bcD) family [tc:2.A.1.41]	1	1	1	1	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Glutamate transporter [mD:m00233]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Glutamate transporter [mD:m00233]	0	0	0	0	FOAM
09_Carbohydrate Active enzyme - CAZy#Carbohydrate esterase	09_Carbohydrate Active enzyme - CAZy#Carbohydrate esterase	3	4	4	4	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Lipoprotein-releasing transporter [mD:m00255]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Lipoprotein-releasing transporter [mD:m00255]	0	0	0	0	FOAM
13_Hydrogen metabolism#Hydrogen production	13_Hydrogen metabolism#Hydrogen production	4	8	8	8	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate V	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate V	0	0	0	0	FOAM
14_Methanogenesis#From CO2	14_Methanogenesis#From CO2	7	18	17	18	FOAM
21_Cellular response to stress#Response to oxidative stress	21_Cellular response to stress#Response to oxidative stress	8	17	14	17	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Nitrate/nitrite transporters#Nitrate/nitrite porter (nnp) family [tc:2.A.1.8]	12_Transporters#Major Facilitator superfamily (MFS)#Nitrate/nitrite transporters#Nitrate/nitrite porter (nnp) family [tc:2.A.1.8]	1	1	1	1	FOAM
11_Nitrogen cycle#Nitrogen Fixation	11_Nitrogen cycle#Nitrogen Fixation	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Arginine transporter [mD:m00229]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Arginine transporter [mD:m00229]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Sugar transporters#Sugar porter (sp) family [tc:2.A.1.1]	12_Transporters#Major Facilitator superfamily (MFS)#Sugar transporters#Sugar porter (sp) family [tc:2.A.1.1]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#PEPtide and nickel transporters#Microcin c transporter [mD:m00349]	12_Transporters#ABC transporters, prokaryotic type#PEPtide and nickel transporters#Microcin c transporter [mD:m00349]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Vitamin b12 transporter [mD:m00241]	12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Vitamin b12 transporter [mD:m00241]	0	0	0	0	FOAM
11_Nitrogen cycle#Nitrogenated compounds Reduction#Assimilatory nitrate reduction#Nitrate to ammonia	11_Nitrogen cycle#Nitrogenated compounds Reduction#Assimilatory nitrate reduction#Nitrate to ammonia	0	0	0	0	FOAM
07_Nucleic acid metabolism#Degradation of pyrimidine bases	07_Nucleic acid metabolism#Degradation of pyrimidine bases	1	1	1	1	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Cystine transporter [mD:m00234]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Cystine transporter [mD:m00234]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Hemin transporter [mD:m00257]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Hemin transporter [mD:m00257]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Heme transporter [mD:m00259]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Heme transporter [mD:m00259]	0	0	0	0	FOAM
19_Saccharide and derivated synthesis#Polysaccharide biosynthesis and assembly of cell surface structure#Murein	19_Saccharide and derivated synthesis#Polysaccharide biosynthesis and assembly of cell surface structure#Murein	7	13	9	13	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#D-Allose transporter [mD:m00217]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#D-Allose transporter [mD:m00217]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Drug transporters#Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	12_Transporters#Major Facilitator superfamily (MFS)#Drug transporters#Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	2	2	2	2	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Mannitol-specific II component [mD:m00274]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Mannitol-specific II component [mD:m00274]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Lysine degradation IX	06_Amino acid utilization biosynthesis metabolism#Lysine degradation IX	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Lysine degradation X	06_Amino acid utilization biosynthesis metabolism#Lysine degradation X	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Orphan ABC Atpase	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Orphan ABC Atpase	1	1	1	1	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Glucose/arabinose transporter [mD:m00203]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Glucose/arabinose transporter [mD:m00203]	0	0	0	0	FOAM
08_Hydrocarbon degradation#Polycyclic aromatic hydrocarbon degradation	08_Hydrocarbon degradation#Polycyclic aromatic hydrocarbon degradation	5	36	36	36	FOAM
01_Fermentation#Acetoin biosynthesis#(s,s)-butanediol biosynthesis	01_Fermentation#Acetoin biosynthesis#(s,s)-butanediol biosynthesis	0	0	0	0	FOAM
01_Fermentation#Acetoin biosynthesis#Meso-butanediol biosynthesis II	01_Fermentation#Acetoin biosynthesis#Meso-butanediol biosynthesis II	0	0	0	0	FOAM
20_Hydrolysis of polymers#Mannose	20_Hydrolysis of polymers#Mannose	4	12	12	12	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Unknown transporters#Unknown major facilitator-1 (UmF1) [tc:2.A.1.24]	12_Transporters#Major Facilitator superfamily (MFS)#Unknown transporters#Unknown major facilitator-1 (UmF1) [tc:2.A.1.24]	1	2	2	2	FOAM
11_Nitrogen cycle#Nitrification#Nitrite to nitrate	11_Nitrogen cycle#Nitrification#Nitrite to nitrate	0	0	0	0	FOAM
21_Cellular response to stress#Regulation of response to osmotic stress	21_Cellular response to stress#Regulation of response to osmotic stress	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Phosphonate transporter [mD:m00223]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Phosphonate transporter [mD:m00223]	2	4	4	4	FOAM
06_Amino acid utilization biosynthesis metabolism#Arginine and proline metabolism	06_Amino acid utilization biosynthesis metabolism#Arginine and proline metabolism	17	30	29	30	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Putative multiple sugar transporter [mD:m00216]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Putative multiple sugar transporter [mD:m00216]	0	0	0	0	FOAM
11_Nitrogen cycle#Nitrogenated compounds Reduction#Denitrification#Nitrate to nitrite	11_Nitrogen cycle#Nitrogenated compounds Reduction#Denitrification#Nitrate to nitrite	1	1	1	1	FOAM
06_Amino acid utilization biosynthesis metabolism#Aminoacid dehydratase	06_Amino acid utilization biosynthesis metabolism#Aminoacid dehydratase	0	0	0	0	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to ethanol II	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to ethanol II	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#D-glutamine and D-glutamate metabolism	06_Amino acid utilization biosynthesis metabolism#D-glutamine and D-glutamate metabolism	2	3	3	3	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Organic cation transporter (oct) family [tc:2.A.1.19]	12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Organic cation transporter (oct) family [tc:2.A.1.19]	0	0	0	0	FOAM
10_TCA cycle#Incomplete TCA fork	10_TCA cycle#Incomplete TCA fork	2	2	2	2	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Sucrose-specific II component [mD:m00269]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Sucrose-specific II component [mD:m00269]	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Cellobiose-specific II component [mD:m00275]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Cellobiose-specific II component [mD:m00275]	0	0	0	0	FOAM
11_Nitrogen cycle#Nitrogenated compounds Reduction#Denitrification#Nitrite to nitrite oxide	11_Nitrogen cycle#Nitrogenated compounds Reduction#Denitrification#Nitrite to nitrite oxide	1	8	8	8	FOAM
09_Carbohydrate Active enzyme - CAZy#Glycoside hydrolase	09_Carbohydrate Active enzyme - CAZy#Glycoside hydrolase	12	24	22	24	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Drug transporters#Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	12_Transporters#Major Facilitator superfamily (MFS)#Drug transporters#Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	1	4	4	4	FOAM
08_Hydrocarbon degradation#Chlorinated aromatics degradation	08_Hydrocarbon degradation#Chlorinated aromatics degradation	0	0	0	0	FOAM
07_Nucleic acid metabolism#Degradation of purine bases	07_Nucleic acid metabolism#Degradation of purine bases	6	14	14	14	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Trehalose/maltose transporter [mD:m00204]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Trehalose/maltose transporter [mD:m00204]	0	0	0	0	FOAM
02_Homoacetogenesis#Acetate formation from acetyl-coA I	02_Homoacetogenesis#Acetate formation from acetyl-coA I	0	0	0	0	FOAM
08_Hydrocarbon degradation#Other aromatics degradation	08_Hydrocarbon degradation#Other aromatics degradation	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#L-Arabinose transporter [mD:m00213]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#L-Arabinose transporter [mD:m00213]	1	1	1	1	FOAM
11_Nitrogen cycle#Nitrogenated compounds Reduction#Dissimilatory nitrate reduction#Nitrate to ammonia	11_Nitrogen cycle#Nitrogenated compounds Reduction#Dissimilatory nitrate reduction#Nitrate to ammonia	2	5	5	5	FOAM
01_Fermentation#Pyruvate Fermentation#Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	01_Fermentation#Pyruvate Fermentation#Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Sulfonate/nitrate/taurine transporter [mD:m00188]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Sulfonate/nitrate/taurine transporter [mD:m00188]	3	9	9	9	FOAM
01_Fermentation#Acetoin biosynthesis#(s)-acetoin biosynthesis	01_Fermentation#Acetoin biosynthesis#(s)-acetoin biosynthesis	0	0	0	0	FOAM
21_Cellular response to stress#Cellular response to cation stress	21_Cellular response to stress#Cellular response to cation stress	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Putative ABC transporter [mD:m00211]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Putative ABC transporter [mD:m00211]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Polar amino acid transporter [mD:m00236]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Polar amino acid transporter [mD:m00236]	3	7	6	7	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Spermidine/putrescine transporter [mD:m00299]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Spermidine/putrescine transporter [mD:m00299]	2	2	2	2	FOAM
15_Methylotrophy#Methanol oxidation to formaldehyde	15_Methylotrophy#Methanol oxidation to formaldehyde	1	1	1	1	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Drug transporters#Putative aromatic compound/drug exporter (AcDE) family [tc:2.A.1.32]	12_Transporters#Major Facilitator superfamily (MFS)#Drug transporters#Putative aromatic compound/drug exporter (AcDE) family [tc:2.A.1.32]	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#D-glucosamine-specific II component [mD:m00282]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#D-glucosamine-specific II component [mD:m00282]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#Histidine	06_Amino acid utilization biosynthesis metabolism#Amino acid biosynthesis precursor pyruvate and oxaloacetate#Histidine	20	28	27	28	FOAM
05_Fatty acid oxidation#Fatty acid activation	05_Fatty acid oxidation#Fatty acid activation	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Drug transporters#Acriflavin-sensitivity (Ynfm) family [tc:2.A.1.36]	12_Transporters#Major Facilitator superfamily (MFS)#Drug transporters#Acriflavin-sensitivity (Ynfm) family [tc:2.A.1.36]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#D-arginine and D-ornithine metabolism	06_Amino acid utilization biosynthesis metabolism#D-arginine and D-ornithine metabolism	0	0	0	0	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate and alanine	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetate and alanine	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Urea transporter [mD:m00323]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Urea transporter [mD:m00323]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Unknown transporters#Others	12_Transporters#Major Facilitator superfamily (MFS)#Unknown transporters#Others	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Fructose-specific II component [mD:m00273]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Fructose-specific II component [mD:m00273]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Sulfate transporter [mD:m00185]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Sulfate transporter [mD:m00185]	1	1	1	1	FOAM
08_Hydrocarbon degradation#Heterocyclic aromatics degradation	08_Hydrocarbon degradation#Heterocyclic aromatics degradation	0	0	0	0	FOAM
14_Methanogenesis#From dimethylamine	14_Methanogenesis#From dimethylamine	0	0	0	0	FOAM
01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetone	01_Fermentation#Pyruvate Fermentation#Pyruvate fermentation to acetone	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Thiamine transporter [mD:m00191]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Thiamine transporter [mD:m00191]	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Galactosamine-specific II component [mD:m00287]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#Galactosamine-specific II component [mD:m00287]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Methionine degradation	06_Amino acid utilization biosynthesis metabolism#Methionine degradation	0	0	0	0	FOAM
18_Sulfur compounds metabolism#Chemoautotrophic oxidation of sulfur compounds#Sulfite oxidation I (sulfite oxidoreductase)	18_Sulfur compounds metabolism#Chemoautotrophic oxidation of sulfur compounds#Sulfite oxidation I (sulfite oxidoreductase)	0	0	0	0	FOAM
17_Gluconeogenesis#Gluconeogenesis in archea	17_Gluconeogenesis#Gluconeogenesis in archea	8	15	11	15	FOAM
12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Sn-glycerol 3-phosphate transporter [mD:m00198]	12_Transporters#ABC transporters, prokaryotic type#Oligosaccharide and polyol transporters#Sn-glycerol 3-phosphate transporter [mD:m00198]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Glutamine transporter [mD:m00227]	12_Transporters#ABC transporters, prokaryotic type#Phosphate and amino acid transporters#Glutamine transporter [mD:m00227]	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Lysine biosynthesis	06_Amino acid utilization biosynthesis metabolism#Lysine biosynthesis	2	3	3	3	FOAM
12_Transporters#ABC transporters, prokaryotic type#PEPtide and nickel transporters#PEPtides/nickel transporter [mD:m00239]	12_Transporters#ABC transporters, prokaryotic type#PEPtide and nickel transporters#PEPtides/nickel transporter [mD:m00239]	5	32	28	32	FOAM
06_Amino acid utilization biosynthesis metabolism#Lysine degradation Iv	06_Amino acid utilization biosynthesis metabolism#Lysine degradation Iv	0	0	0	0	FOAM
06_Amino acid utilization biosynthesis metabolism#Lysine degradation VIII	06_Amino acid utilization biosynthesis metabolism#Lysine degradation VIII	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Iron/zinc/copper transporter [mD:m00318]	12_Transporters#ABC transporters, prokaryotic type# metallic cation, iron-siderophore and vitamin b12 transporters#Iron/zinc/copper transporter [mD:m00318]	0	0	0	0	FOAM
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates#Pentose	04_Utililization of sugar, conversion of pentose to EMP pathway intermediates#Pentose	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Anion:cation symporter (Acs) family [tc:2.A.1.14]	12_Transporters#Major Facilitator superfamily (MFS)#Organic acid transporters#Anion:cation symporter (Acs) family [tc:2.A.1.14]	0	0	0	0	FOAM
21_Cellular response to stress#Response to osmotic stress	21_Cellular response to stress#Response to osmotic stress	91	407	261	407	FOAM
12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Putative thiamine transporter [mD:m00192]	12_Transporters#ABC transporters, prokaryotic type#Mineral and organic ion transporters#Putative thiamine transporter [mD:m00192]	0	0	0	0	FOAM
19_Saccharide and derivated synthesis#Polysaccharide biosynthesis and assembly of cell surface structure#Mucin type O-glycan biosynthesis	19_Saccharide and derivated synthesis#Polysaccharide biosynthesis and assembly of cell surface structure#Mucin type O-glycan biosynthesis	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Antibiotic ABC transporter [mD:m00248]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Antibiotic ABC transporter [mD:m00248]	2	7	7	7	FOAM
12_Transporters#ABC transporters, prokaryotic type#PEPtide and nickel transporters#DiPEPtide transporter [mD:m00324]	12_Transporters#ABC transporters, prokaryotic type#PEPtide and nickel transporters#DiPEPtide transporter [mD:m00324]	0	0	0	0	FOAM
05_Fatty acid oxidation#Fatty acid omega-oxidation	05_Fatty acid oxidation#Fatty acid omega-oxidation	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Lysine/arginine/ornithine transporter [mD:m00225]	12_Transporters#ABC transporters, prokaryotic type#Monosaccharide transporters#Lysine/arginine/ornithine transporter [mD:m00225]	0	0	0	0	FOAM
12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Uncharacterized ABC transporter [mD:m00258]	12_Transporters#ABC transporters, prokaryotic type#ABC-2 type and other transporters#Uncharacterized ABC transporter [mD:m00258]	2	13	13	13	FOAM
15_Methylotrophy#Methane oxydation	15_Methylotrophy#Methane oxydation	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#N-acetylgalactosamine-specific II component [mD:m00277]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#N-acetylgalactosamine-specific II component [mD:m00277]	0	0	0	0	FOAM
12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#2-O-A-mannosyl-D-glycerate-specific II component [mD:m00305]	12_Transporters#Phosphotransferase system (pts)#Enzyme I and hpr#2-O-A-mannosyl-D-glycerate-specific II component [mD:m00305]	0	0	0	0	FOAM
12_Transporters#Major Facilitator superfamily (MFS)#Sugar transporters#Sugar efflux transporter (sEt) [tc:2.A.1.20]	12_Transporters#Major Facilitator superfamily (MFS)#Sugar transporters#Sugar efflux transporter (sEt) [tc:2.A.1.20]	0	0	0	0	FOAM
11_Nitrogen cycle#Ammonia assimilation	11_Nitrogen cycle#Ammonia assimilation	5	10	10	10	FOAM
